objid,ra,dec,class
1237658205572301063,143.08408,42.442681,0
1237655494910280006,213.71187,-2.1926499,1
1237661950266900656,213.81592,11.39561,0
1237662498391720217,229.66463,41.382777,2
1237668330957439008,227.38994,12.148245,0
1237648721754914947,150.94928,0.33108206,1
1237658205572497587,143.54102,42.662424,0
1237660413184245788,131.94618,6.8431888,0
1237658302207623174,170.4865,58.251735,2
1237661948648292410,195.04857,11.376549,1
1237650797294583854,147.99447,0.98467764,1
1237654604248121663,151.34042,3.1377734,2
1237661068698912400,121.75702,6.1471486,2
1237648702970593285,192.74867,-1.0679167,0
1237659161205604628,249.22627,32.648068,0
1237662503754596684,233.9229,37.88345,0
1237661351632306326,179.90856,56.284008,0
1237662533823562011,237.78967,8.8663501,0
1237651250430017615,208.92415,62.309592,0
1237661922869051565,141.63286,10.064302,0
1237661388683542695,230.12139,49.253701,0
1237654602103193736,156.64528,5.0251607,0
1237657591933632615,183.34733,56.239589,0
1237651801235259624,152.71822,0.11178068,1
1237655107300425895,168.49363,58.220449,0
1237660615046725636,168.24422,10.4201,2
1237661950795579415,194.73021,12.993111,2
1237648702984552729,224.68306,-1.0967544,1
1237655497596338425,216.60304,-2.9824023,1
1237648705651933326,185.9509,1.0394078,0
1237651249890721849,197.24457,63.60092,0
1237648721217781931,150.37774,-0.13015514,1
1237660670888247581,147.08785,10.358657,0
1237655693012173019,217.97365,-1.4755458,1
1237654601027027213,151.10709,3.8477322,1
1237661068174950505,151.07148,11.424869,0
1237662531138748511,211.55648,14.36854,0
1237648722293751952,155.53053,0.80013637,0
1237654604784533579,150.25666,3.5362145,1
1237661055282053375,50.496774,41.129733,2
1237654880740179992,222.17689,4.4008759,0
1237651801770688761,149.37023,0.58818421,1
1237657873254514843,139.20376,38.907825,0
1237655498135110457,220.94698,-2.544085,1
1237654880746995971,237.77356,3.3547984,0
1237655693011321052,216.06868,-1.6271976,1
1237674655827296311,217.60599,-2.5531311,0
1237668572544368713,253.4536,11.967819,2
1237665442077475285,253.25268,12.082767,2
1237652901309055174,55.432637,-5.801525,0
1237655498135568581,221.9751,-2.5500794,1
1237654605322715433,153.18089,4.2150669,0
1237658302743838804,167.73831,58.237592,2
1237678619008041068,313.30457,1.7469138,2
1237668704619594747,262.97099,6.876024,2
1237661064404009413,121.80303,5.1873726,2
1237661387613274136,238.34982,43.650092,0
1237662198283108514,226.42229,8.600129,0
1237648722290410029,147.88152,0.79486978,1
1237654602102276254,154.63109,4.8205087,1
1237664285097525631,131.58138,8.1418924,0
1237657219878092820,171.62727,55.67386,0
1237666215148322825,18.963863,24.911463,2
1237662498393227435,233.46232,39.474936,1
1237658205063086375,231.1788,39.922398,1
1237654604253102090,162.60429,3.5784552,0
1237661388683804766,230.82348,48.892571,0
1237657628431090131,118.20252,26.092777,0
1237659162812350981,242.9104,39.867216,0
1237654669735231731,149.23315,-0.39415607,1
1237662636365644010,217.51835,12.111915,0
1237654604249759923,155.02516,3.2981507,1
1237648721759830050,162.21787,0.26578371,0
1237655498668179716,212.2752,-2.3017014,0
1237660412645998711,128.97277,5.8880901,0
1237668574154326291,252.57584,13.70299,2
1237660669804806468,125.05886,5.9509942,1
1237668707298771829,253.00839,13.846606,2
1237654601028141350,153.72078,4.0111312,2
1237661950258708637,194.71664,12.688671,1
1237658203957559493,133.85286,36.080021,0
1237655108910973079,167.63884,59.280761,2
1237648720172875854,216.31845,-0.84687341,0
1237671125369029009,129.83614,11.174111,0
1237680316596092990,19.900404,32.770165,2
1237666245767594323,1.683641,25.578432,0
1237661817098207383,194.99889,12.438605,1
1237651067352645640,181.84934,65.649888,0
1237655693012369781,218.49701,-1.4566926,1
1237661083198488650,47.555423,42.043189,2
1237670448912007172,137.73455,15.097808,0
1237666211413229897,313.79837,2.6917665,2
1237667292111634503,130.26619,15.875762,0
1237662474227024071,234.90172,37.644708,1
1237678584651120702,31.046218,22.978627,0
1237648722296111172,160.94676,0.8342322,0
1237651503806152955,202.63086,-0.47188416,0
1237654601565536415,154.95894,4.4116684,1
1237661418212360335,212.67503,54.771979,0
1237648704585793756,203.3311,0.11278942,0
1237654605321339176,150.04507,4.0054222,1
1237661949721575534,194.08502,12.237305,1
1237658303818170441,169.82483,59.493485,2
1237662200422531205,208.10748,12.474303,0
1237661970103861539,166.78923,5.9069565,0
1237648720698867798,191.4208,-0.46243715,0
1237662635838407054,239.434,7.8163401,0
1237654604250874105,157.62626,3.512466,1
1237658303818039309,169.24189,59.2663,2
1237648721755701402,152.77069,0.26639404,1
1237658493347954747,168.11005,10.196609,2
1237651822172700926,216.42464,3.9599002,0
1237654605862404144,159.61752,4.7598441,0
1237651800697864311,151.4882,-0.23947752,1
1237667143395836278,121.81259,16.93672,0
1237662503217136573,232.0781,38.334747,2
1237654880745619721,234.63302,3.5954424,0
1237655691939873130,221.38934,-2.3242266,1
1237655693547405578,214.25259,-1.2767923,1
1237670965381038495,129.86829,11.771926,0
1237655470208909438,226.97911,2.8678041,0
1237654602100965536,151.62676,4.6065512,1
1237669761713176719,312.51263,3.7691073,2
1237665126932807843,183.61473,33.746308,0
1237658203962605737,146.43115,42.355052,0
1237651250428903559,203.92707,63.278206,0
1237668705688945269,254.18149,11.987499,2
1237655497595093246,213.78362,-3.0408927,1
1237671990262825011,199.87733,11.223561,0
1237655692475695390,218.91282,-2.0313267,1
1237654641285267632,225.26292,59.756608,0
1237648720142860487,147.75059,-1.0198861,0
1237660613436637301,169.57311,9.189369,2
1237660669279600771,151.70406,9.7575231,0
1237662473152102659,231.50994,38.566621,1
1237671958050701582,200.99862,12.564315,0
1237668571470365105,252.48225,11.421327,2
1237661951346868517,228.26841,10.391904,0
1237658302741151823,157.08474,56.201276,0
1237670359252337004,125.56861,13.340299,0
1237662635828773090,217.44878,11.721324,0
1237654601566322857,156.66938,4.4545144,1
1237648704576946308,183.08607,0.14787897,0
1237661949185556622,196.05449,11.804996,1
1237662530602336260,212.57635,13.863878,0
1237667113866756173,133.46391,22.730142,0
1237661064414953973,146.67477,9.4103925,0
1237662198826664426,241.77321,6.583308,0
1237658304892108841,170.29685,60.414472,2
1237678619544519684,312.46216,2.0623221,2
1237668601533563002,228.39326,55.859149,0
1237661065489809549,149.02989,10.569665,0
1237674603216896366,214.28341,-1.0906499,1
1237657606956122794,116.08087,28.296269,0
1237667210516562081,152.1928,25.207334,0
1237661353779593328,178.89377,57.865675,0
1237655692477071490,221.99923,-1.8885255,1
1237654604247138503,149.0122,3.1666771,1
1237661068698976795,121.75331,6.1989312,1
1237666213538103346,20.325011,25.675901,2
1237650796219859174,145.84849,0.05129905,1
1237655691402936605,221.24658,-2.8426951,1
1237655742951653669,239.79875,3.5350348,0
1237655499205574773,213.33047,-1.7919918,2
1237674604291162414,215.58525,-1.1356223,2
1237660670343512432,129.21495,7.2748473,1
1237661352169504963,181.23265,56.754551,0
1237655691939414295,220.30542,-2.3644554,1
1237662503217070272,232.11052,38.417641,1
1237654949449499006,237.09003,56.081744,0
1237654880209142000,235.47844,3.0850545,0
1237661068165185783,128.79806,7.2343191,1
1237658191073050798,124.41279,29.258577,0
1237655691404313012,224.40013,-2.7423919,1
1237658297921700068,154.53597,5.3444526,0
1237661850403864639,210.33245,41.549411,0
1237654880203505837,222.57885,3.8690254,0
1237648721219616906,154.55771,-0.12791575,1
1237662530603450449,215.25431,13.624329,0
1237658303281430675,170.48497,58.984636,2
1237654671348203892,154.57193,0.87527719,0
1237659163345224006,234.07225,46.45936,0
1237661064407875980,130.56796,6.7233851,0
1237661465984565682,232.33217,37.958724,1
1237654602102145084,154.31777,4.7618839,1
1237662300832071928,235.20799,38.513474,1
1237664819817873530,164.4896,36.550599,0
1237666228055311110,313.88949,1.8469405,2
1237671941408882792,228.78798,59.473555,0
1237654880205471796,227.1876,3.6719359,0
1237674650458194088,163.14702,0.08815976,0
1237661068164268346,126.78385,6.7618688,1
1237662637986283835,240.58027,9.3201417,0
1237667537994383874,120.72583,11.449004,0
1237662533821071628,232.17193,10.059877,0
1237655494373015757,212.72082,-2.5491484,0
1237655499751489889,234.1049,-1.0023706,0
1237661817098535117,195.84094,12.33856,1
1237670961091511026,43.425395,34.797276,1
1237661064405910047,126.06804,5.9978419,1
1237661950814912783,239.31835,8.0371132,0
1237654611217678340,195.73461,65.47898,0
1237658204497969352,142.07374,41.060427,0
1237661064406892967,128.2329,6.4333997,1
1237668704619399295,262.55963,7.08181,2
1237668572543975739,252.61743,12.240548,2
1237654601029583128,157.05734,4.0031011,1
1237667538001920289,137.37694,17.480864,0
1237650796756861201,146.17224,0.57064832,1
1237654948909547550,226.41556,60.572872,0
1237661064942715283,125.7887,6.2685116,1
1237655499212849945,230.07452,-1.4183731,0
1237661950258118798,193.29999,12.687919,1
1237666215148716092,19.004366,25.826032,2
1237666088983134476,20.392621,26.574707,2
1237655691399790736,213.97532,-2.851018,1
1237664285096346168,128.95328,7.6489543,0
1237660669808214064,132.80723,7.3332788,0
1237651800697733215,151.09633,-0.21299347,1
1237655692473532766,214.04061,-2.0280619,1
1237654604249825529,155.21159,3.4933951,1
1237648705657634983,198.99573,0.91980121,0
1237655498677747983,234.04947,-1.767732,0
1237655498139697918,231.4182,-2.3025878,0
1237657877538210211,115.73038,22.135027,0
1237650795683971362,148.13563,-0.3423445,1
1237658201275695338,135.8314,38.730412,0
1237659162270236856,230.18168,47.546985,0
1237661068700025144,124.22459,6.718654,0
1237651821636485344,217.90277,3.4708694,0
1237648722318131233,211.17167,0.66242368,0
1237662503218118786,234.49893,37.136331,2
1237651249901404200,237.46036,51.273011,0
1237661064941273382,122.61558,5.7186894,1
1237662264861523987,233.06662,7.6500697,0
1237654880211370541,240.6036,2.7057196,0
1237651504879240490,201.02931,0.35623044,0
1237660669811556499,140.38575,8.5564783,0
1237678597533008215,312.94375,1.8993373,2
1237659163350466702,245.88736,38.09048,0
1237655693010665798,214.51844,-1.5495483,1
1237670965378613399,124.48833,10.200388,0
1237655499743953627,216.83906,-1.3307237,2
1237680312310235306,19.824341,32.623179,2
1237655499742773294,214.08206,-1.4216636,1
1237661418213146753,215.6322,53.952297,0
1237660613972656147,167.54176,9.488957,2
1237667781735153994,124.27432,10.722806,0
1237654880203636856,222.84256,3.7607059,0
1237654605857620173,148.59008,4.2564108,1
1237661387080466823,246.47284,36.569712,0
1237655497599549559,223.86714,-2.9150197,0
1237664834847703116,117.75315,15.164996,0
1237661817635274926,195.46627,12.797962,1
1237651822176960942,226.13788,3.5536151,0
1237658629161091129,193.14771,11.764786,0
1237661818172145724,195.59666,13.275273,1
1237671938723807262,228.43117,56.888704,0
1237657612876185686,177.13465,58.047512,0
1237658492274016346,167.61245,9.286185,2
1237670595479601258,135.76102,13.160597,0
1237654601566388451,156.87143,4.4420043,1
1237668330956390460,225.01147,12.549083,0
1237654400236322931,217.49228,61.712166,0
1237662198817161461,220.02192,9.9466193,0
1237667783883948234,126.63547,13.179596,0
1237648721216209095,146.85967,-0.09893863,1
1237658302207098936,168.46868,58.046234,2
1237661950271357076,224.0032,10.095715,0
1237652948534100047,19.522743,-9.053807,0
1237651752386887699,150.6514,0.84769954,1
1237666228054327525,311.96346,3.0631285,2
1237655499205116216,212.40781,-1.800857,1
1237671262811783431,138.82394,13.466831,0
1237653663647924434,149.363,0.98551721,1
1237671125370404998,132.82012,12.007867,0
1237680313912197294,20.816189,30.505166,2
1237661388137955385,199.42449,57.513752,0
1237654881272725724,212.31138,5.1479533,0
1237648721232789536,184.6623,-0.20482865,0
1237648702967840872,186.60034,-1.2096101,0
1237668705688421055,253.11391,12.415055,2
1237654604247203942,149.21824,3.1492766,1
1237655109447843973,167.20746,59.692425,2
1237680071248969938,19.6169,24.937419,2
1237657118941053147,116.48766,28.339831,0
1237654668662341747,151.06646,-1.2134722,1
1237648704587038978,206.15983,0.10714405,0
1237654398617125136,173.7232,63.918704,0
1237669761713112264,312.46131,3.9002262,2
1237648721754587405,150.25716,0.21459792,1
1237660614509789353,168.18819,9.917825,2
1237655691941118214,224.16841,-2.1801766,1
1237668704614547966,252.42384,11.862062,2
1237670595479666980,135.94078,13.388814,0
1237654880742408370,227.26107,4.0698909,0
1237648722289754220,146.33806,0.72218147,1
1237648722292572267,152.75516,0.66961602,1
1237648721217192209,149.07118,-0.10311127,1
1237674648852299805,173.86843,-1.1732363,0
1237661387079942262,245.53308,37.535759,0
1237666214613942513,20.233364,30.630705,2
1237661817634947226,194.77646,12.94434,1
1237661950795055172,193.44872,13.1852,1
1237651752386756731,150.35611,0.86824367,0
1237651505953833754,203.02592,1.2491251,0
1237654601029583065,156.95388,4.197504,1
1237655498671456580,219.65731,-2.1400528,1
1237661385992765490,207.662,54.43858,0
1237674603217158326,214.65858,-1.4991069,1
1237655691943608581,229.83126,-2.0237989,0
1237654669198557382,149.66768,-0.77062265,1
1237660637055942965,123.65952,29.105528,0
1237667781200183487,128.57872,11.742603,0
1237668705152074531,254.01176,11.398482,2
1237654604788138249,158.48155,3.9512612,1
1237650795146641532,146.9635,-0.75935173,1
1237657611265769767,178.23173,56.858985,0
1237648721217716302,150.28978,-0.07952071,1
1237661417669591066,188.902,57.501311,0
1237671139870638184,177.3678,-0.07849441,0
1237654605860176094,154.54629,4.5734984,1
1237654604787744945,157.49917,4.0120709,1
1237661068163612702,125.25968,6.5127619,1
1237661065481617661,130.27828,7.5330796,1
1237662473153151118,233.89958,37.284673,1
1237655499205837058,214.02761,-1.7726517,1
1237671266033860628,191.37755,0.6339375,0
1237670458584793170,48.462588,40.917601,2
1237660344996790636,115.51927,22.148879,0
1237666227517587764,312.0224,2.5220796,2
1237654604785975446,153.50746,3.7059223,1
1237654610142560284,188.09394,65.009945,0
1237666214611845221,19.512786,25.872314,2
1237668604218900839,233.85903,55.91292,0
1237651800696881341,149.27064,-0.2641052,1
1237659162275479870,242.70218,39.634806,0
1237648703509561585,197.66995,-0.77855275,0
1237648722835210456,166.01975,1.0770232,0
1237674655290163256,216.87999,-2.5056426,2
1237650796220055691,146.23184,0.06822916,1
1237668348146942232,239.89307,9.1945569,0
1237655499210096876,223.76939,-1.6740746,0
1237658204492595504,129.43324,33.962114,0
1237674601606348838,213.47119,-2.2958631,2
1237654604787745095,157.60247,3.992017,1
1237651250427396236,196.31874,64.018397,0
1237659162815693321,249.40577,34.201546,0
1237654604248776960,152.806,3.2479279,1
1237654605862469660,159.74143,4.8107991,0
1237651821634781587,213.9315,3.6729887,0
1237654670813298811,159.04555,0.54139815,0
1237673450552623669,65.580036,5.921543,0
1237661950278632023,240.68422,7.4403516,0
1237661068162433710,122.66358,5.9332857,1
1237662224608788511,197.94088,38.999904,0
1237662198822797628,233.06336,8.2095169,0
1237663548505849884,111.47717,39.378723,0
1237654601566257291,156.533,4.5041133,1
1237662504291663887,234.6058,37.98375,1
1237674655290622002,217.69372,-3.1339645,0
1237654668666732731,161.18442,-1.1076207,0
1237648721218306109,151.62075,-0.20137098,1
1237670595477438534,130.93434,11.968941,0
1237661387075289122,235.16403,44.924427,0
1237648702979506440,213.15796,-1.1957174,1
1237660669805068769,125.74506,6.2060155,1
1237655497596993728,218.02529,-3.0119075,1
1237660613436375063,168.95548,9.11796,2
1237661817634947254,194.69929,12.896502,1
1237655497598894421,222.43221,-2.9610354,1
1237661066027532465,151.02082,11.18629,0
1237655498131308826,212.17928,-2.8309749,1
1237655499211997463,228.08955,-1.5708524,0
1237667734489333984,138.3691,15.253553,0
1237648722291916909,151.26589,0.74321791,1
1237651203158507798,200.4505,-0.58803221,0
1237671764787003597,190.84234,1.0633157,0
1237666229128593822,313.49588,3.092782,2
1237661948647702546,193.67088,11.421351,1
1237654605323632793,155.22699,4.1552959,1
1237661353781035328,185.08459,57.943788,0
1237650796757647663,147.92802,0.49422737,1
1237670959484305436,49.879668,40.809169,2
1237678620081914673,313.65378,2.5422368,2
1237667783881457770,121.01837,11.355423,0
1237655691404378320,224.48037,-2.5853392,1
1237680316059025989,19.298144,32.506791,0
1237670595479404593,135.36405,13.101281,0
1237654669203341452,160.52563,-0.65487256,0
1237655691402936563,221.21324,-2.8243,1
1237655692476809332,221.4122,-1.9975841,1
1237655498131833044,213.4178,-2.7093112,1
1237661949185228883,195.20034,11.873083,1
1237648720172089689,214.55856,-1.0461956,1
1237671769072992270,228.85049,58.868304,0
1237668604218835338,233.64962,56.094858,0
1237658205566009516,128.12417,34.036259,0
1237655691400380624,215.33954,-2.8229076,1
1237670449986011411,138.18512,16.143881,0
1237655690862985304,214.18858,-3.2584913,2
1237655742405542099,218.75192,5.1040556,0
1237662264326750593,237.84628,6.5846601,0
1237655498672439535,221.90981,-2.140394,1
1237658608218603522,185.46741,57.973341,0
1237671956440416584,200.12628,11.26419,0
1237651065203196178,172.07587,63.480497,0
1237658493336551654,141.83832,7.777527,0
1237661064415215686,147.25558,9.4124175,0
1237654601033842746,166.83317,4.3816192,0
1237658297919340876,149.27304,4.8519531,1
1237658629697896594,192.97407,12.274753,1
1237654605864435781,164.33017,4.9300527,0
1237661068163744223,125.54244,6.5972506,1
1237660669815947414,150.45244,9.9871631,0
1237658205598843073,228.61815,41.650697,1
1237661351632371858,180.05181,56.275161,0
1237654670272692489,150.58319,0.0705057,1
1237658205063087178,231.21051,39.954846,2
1237658205041787032,162.17786,47.921325,0
1237648720144368346,151.1999,-0.99785813,1
1237674649384714378,163.73766,-0.76473279,0
1237658493885349972,169.34516,10.551874,2
1237648720153542786,172.11894,-0.84954199,0
1237665097923756142,135.82675,24.513615,0
1237662635837686113,237.87324,8.2956018,0
1237661064415871131,148.73467,9.6597017,0
1237648720164749536,197.71881,-0.92589551,0
1237661065479586343,125.79116,6.7537004,1
1237655470208909441,226.98174,2.9030269,0
1237651066814464042,174.874,64.990709,0
1237659163884257477,239.72014,43.436427,0
1237648722299715613,169.08199,0.7962794,0
1237667109574803749,127.28432,19.881728,0
1237662503217070287,231.91042,38.409574,2
1237651822707212468,211.03528,4.6895255,0
1237661816563105840,199.10518,11.766895,0
1237655493836538000,213.65981,-2.9959966,1
1237651752385052856,146.47466,0.9057312,1
1237680071785119934,17.900001,25.546738,2
1237661065479324433,125.19336,6.6261104,1
1237648721755635990,152.73596,0.25630667,1
1237654600493170875,158.11207,3.8155158,1
1237658493348675803,169.81386,10.109276,2
1237657627895988503,121.56418,28.701767,0
1237666226980521104,311.46944,2.4033396,2
1237654669735755916,150.33348,-0.36924861,1
1237661950278762618,240.97436,7.4437803,0
1237655499205968080,214.30209,-1.8912018,2
1237661970103861525,166.76875,5.8885413,0
1237662503217136176,232.16172,38.315431,0
1237661949184704676,193.98556,11.806243,2
1237658493884629149,167.64166,10.3963,2
1237671990799564860,200.11084,11.627384,0
1237665098461741311,138.136,25.983516,0
1237680074467574101,18.001732,26.501114,0
1237654399692046468,179.70483,65.049525,0
1237666210875704486,312.32378,3.0239256,2
1237648720681107522,150.91429,-0.62322149,1
1237651822176698688,225.61661,3.3803369,0
1237661068162695555,123.31658,6.0735033,2
1237654399160221804,206.18408,63.060355,0
1237648705659011089,202.05041,0.94535196,0
1237658205599498458,230.4023,40.869499,1
1237662635837292597,236.90811,8.5246141,0
1237654602101555426,152.98089,4.8067032,1
1237651249892425807,205.60971,62.631083,0
1237651737920602268,216.9007,3.3823311,0
1237654606394687614,149.06148,4.7807575,1
1237666226980520706,311.45824,2.5586184,2
1237661065482338518,131.95124,7.8504582,0
1237667783347142972,126.727,12.950568,0
1237654605321732222,150.98458,4.0191775,1
1237661388142281096,215.93684,54.212678,0
1237661082125533625,49.15038,40.403517,2
1237661816561729752,195.93675,11.99471,1
1237655499744870559,218.85669,-1.399069,1
1237655495446823163,212.91282,-1.6176863,1
1237650795146772593,147.27217,-0.67572859,1
1237666214613811512,20.251439,30.332359,2
1237670964848558159,139.9035,14.161549,0
1237648722289819705,146.52448,0.83016299,2
1237661949191979082,210.98432,10.842566,0
1237666209265091309,311.6396,2.0694011,2
1237660670886084990,142.06223,9.6653413,0
1237650796757123236,146.64377,0.46720989,1
1237660413183656203,130.65163,6.7094002,0
1237661082124878331,47.476493,41.214603,2
1237654604786040977,153.62036,3.8475951,1
1237651066276741153,170.67328,64.267013,0
1237655470210089170,229.7403,2.679193,0
1237660669804413486,124.28649,5.7992587,1
1237674655289966775,216.48467,-2.2528612,1
1237648720144105602,150.63976,-0.9092971,1
1237657612338987200,175.81012,57.549539,0
1237655693010665744,214.6295,-1.5945577,1
1237648722832655256,160.18247,1.094884,0
1237654600492580936,156.70159,3.6175131,1
1237660670886412604,142.90904,9.846697,0
1237654602100506741,150.49931,4.6929399,0
1237658203962015883,144.70561,41.779171,0
1237666089520070863,19.777749,26.695693,2
1237655495983628451,212.69764,-1.3142118,1
1237658297919668453,149.91494,4.9279653,0
1237658204525232388,228.38675,40.862492,2
1237668348142682374,230.34363,11.271653,0
1237662473688645820,230.96349,39.385302,1
1237657627904180530,139.19039,40.728103,0
1237668572548825584,262.82369,7.549674,2
1237661817097355285,193.03292,12.572229,2
1237655693015187736,224.92935,-1.4233409,1
1237671141480792205,175.79681,-0.35917868,0
1237666213540528156,21.39271,31.153441,2
1237659162811564300,241.37627,41.233121,0
1237659163348762902,242.43964,41.026561,0
1237655498668638404,213.26605,-2.3287589,1
1237662197751546462,238.43623,6.2593905,0
1237648721217454306,149.66694,-0.15537314,0
1237662198282125628,224.32136,9.0461749,0
1237661949722624109,196.44094,12.14507,1
1237661386001809561,235.20044,43.879235,0
1237661068700484266,125.24967,7.0064781,1
1237661065481290121,129.53834,7.5373824,0
1237657627892449356,115.3859,22.794387,0
1237661064406303338,126.9672,6.1830354,1
1237661417674899608,210.37498,54.878805,0
1237654605860569274,155.47016,4.5905199,1
1237654602102472877,155.08845,4.960316,0
1237664285095231844,126.34363,7.0070856,1
1237661352707686475,186.60716,57.221776,0
1237654605321928815,151.34002,4.1177858,2
1237661416598274078,198.74335,56.061813,0
1237655693016367234,227.62899,-1.3064742,0
1237659162275021107,241.69356,40.391604,0
1237668572007301450,252.7733,11.780849,2
1237654880739721936,221.1701,4.3859793,0
1237654670272757830,150.71701,0.06874822,1
1237648720715776384,230.06449,-0.42762017,0
1237654669736739045,152.66202,-0.34086455,1
1237651065204441421,178.50603,63.8939,0
1237661083199537492,50.372571,40.810978,2
1237654947836133565,226.90386,59.565977,0
1237654601562914954,148.88928,4.2084309,1
1237654601563701373,150.65041,4.234802,1
1237668330963271994,240.71333,9.1965684,0
1237654610144985315,201.04213,64.168178,0
1237666215687618732,19.255478,30.569806,2
1237658191611625596,127.54379,32.231318,0
1237666090056220700,19.279223,25.066607,2
1237667486455169262,136.02412,17.454072,0
1237648722292441267,152.44115,0.80304443,1
1237654604250218645,156.04307,3.5114521,1
1237671266033598603,191.49653,0.15072229,0
1237662534360563882,238.21147,9.2183056,0
1237661465983713435,230.08727,38.855141,1
1237654601030172836,158.41237,4.1616947,1
1237654604249301015,153.8964,3.4300131,0
1237650796219859143,145.82799,0.19321664,1
1237651752385315265,147.09307,0.91700535,1
1237657610727456831,172.42815,55.986845,0
1237658304891846827,169.22296,60.180073,2
1237661817098207260,195.04406,12.483311,1
1237662224608395425,196.84907,39.149648,0
1237658188387451908,82.146664,0.570225,0
1237659154219860121,250.3098,31.433087,0
1237666226980847928,312.06541,2.0317485,2
1237661950794793150,192.93292,13.142008,1
1237654670809694360,150.77585,0.45410729,1
1237674601606545553,213.91061,-2.4618525,1
1237660669811622061,140.58854,8.72026,0
1237658201276350631,137.36543,39.54165,0
1237661417133899866,193.76238,56.831406,0
1237667783883292692,125.00492,12.773198,0
1237654611216302211,188.27128,65.813311,0
1237661949722689636,196.59574,12.078463,1
1237655494373474557,213.77153,-2.5610433,1
1237654604252643497,161.5517,3.606908,0
1237664285097263473,131.02166,8.0194868,1
1237660413718495853,125.93043,6.2624208,1
1237655499205443896,213.15791,-1.7898753,1
1237658803110215802,178.8098,55.882741,0
1237661081588269453,47.835312,40.511899,2
1237660614510444586,169.71112,9.989003,2
1237651822709702811,216.73541,4.3371331,0
1237658297922158690,155.58186,5.3674549,1
1237658192148496595,127.18329,32.427904,0
1237654640748658923,225.83862,59.067086,0
1237654876436758638,199.50991,64.624904,0
1237650795146248232,146.13033,-0.65936219,2
1237674603754291408,215.36251,-1.4745281,2
1237661068173312321,147.25607,10.742718,0
1237662531138945097,212.11463,14.375894,0
1237661950259232912,195.93513,12.547728,1
1237654600491335774,153.86388,3.5590853,0
1237654604248842419,152.9244,3.2262628,0
1237661064942453238,125.23616,6.3234368,1
1237654608534896670,202.85927,62.723022,0
1237660669808935253,134.52798,7.7276694,1
1237654604785516773,152.42549,3.6107524,1
1237666216224686084,18.745917,30.955513,2
1237662637982089477,231.11652,11.244019,0
1237662530604433458,217.51947,13.267391,0
1237654652571222111,144.32976,52.467329,0
1237661872412033087,211.30345,41.522073,0
1237658304354713706,168.32807,59.586427,2
1237655692477268273,222.58581,-1.8075723,1
1237648721224138758,164.899,-0.09757181,0
1237661081588400791,48.062688,40.390864,2
1237648722289950942,146.7823,0.7944099,1
1237674651538620464,178.3665,0.90893868,0
1237654604249825541,155.22635,3.3072006,1
1237661416599912470,205.17004,55.063913,0
1237658203426652254,149.07618,42.909542,0
1237667429015945439,131.62413,16.291514,0
1237651067352252451,179.89151,65.682718,0
1237661386540580962,239.95183,41.25574,0
1237668348138291464,220.2945,13.255733,0
1237648704046628876,198.00931,-0.30559576,0
1237661816560746654,193.69104,12.088961,1
1237666216225341497,19.001394,32.459357,2
1237651539793936513,226.32126,61.960757,0
1237654601566126300,156.19204,4.4582809,1
1237661068700418134,125.05627,6.8334233,1
1237655109447909411,167.60719,59.854175,2
1237654604248449243,152.08249,3.3398085,1
1237661951351521828,238.91786,8.5702309,0
1237654600490352779,151.5709,3.4326475,2
1237662473689956804,234.17343,37.643186,1
1237654600489566428,149.83994,3.4393636,1
1237658492810952755,167.79159,9.562208,2
1237651822180303117,233.79033,3.0262726,0
1237668705688421000,253.08006,12.400445,2
1237658493347889162,167.85449,9.996096,2
1237662198276685891,211.76542,10.520837,0
1237662498391785588,229.77819,41.276952,1
1237650795146444862,146.59272,-0.76025604,1
1237654400236912705,220.00684,61.026068,0
1237661068164202855,126.57488,6.7784523,1
1237658491737145352,167.6292,8.827317,2
1237661387080532045,246.58209,36.575255,0
1237660614509461713,167.33361,9.942328,0
1237654610145378415,203.01784,64.054748,0
1237661064944878101,130.74051,7.3043847,1
1237661817635799167,196.72613,12.763707,1
1237658203957428228,133.50733,35.797332,0
1237654605858865326,151.50098,4.4755368,1
1237657873254056128,138.13886,38.376163,0
1237654606395801902,151.608,4.9222905,0
1237654606397767804,156.17807,5.1575145,1
1237655691403854100,223.35371,-2.7857593,1
1237661064945336700,131.81782,7.461418,0
1237680071250936219,24.594254,24.555375,0
1237651066815905796,182.60835,65.273709,0
1237648705653702758,190.04483,0.85814891,0
1237661064405844282,125.97123,5.910616,1
1237667536923328806,126.74772,13.081514,0
1237671769609666658,227.77668,59.019742,0
1237661211511881911,228.74401,40.957375,2
1237651709968252996,208.73859,-0.56843663,0
1237651822715601079,230.18291,3.6946265,0
1237654602642948233,163.28736,5.5265213,0
1237663786876928092,113.18089,42.301912,0
1237662264863555822,237.71872,7.0357142,0
1237661064942584387,125.5404,6.4130218,1
1237648721230692421,179.92115,-0.05553245,0
1237655693547929778,215.40847,-1.1252349,1
1237648722833965829,163.13356,1.1613634,0
1237668571470234248,252.3025,11.54615,2
1237670459652112653,38.716143,28.659617,0
1237654604784533674,150.19354,3.619121,0
1237662503217266880,232.49551,38.135789,1
1237655693015253215,224.98308,-1.3295164,1
1237666216225472839,19.018045,32.827469,2
1237658493871980860,138.51689,7.866915,0
1237674650459832483,166.90283,0.05822252,0
1237668707298902479,253.39314,13.718494,2
1237654604787351559,156.59335,3.9383522,1
